"id","english","part_of_speech","created_at","updated_at"
2280,"customer","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2281,"rate","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2282,"chance","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2283,"effort","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2284,"amount","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2285,"expensive","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2286,"normal","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2287,"somehow","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2288,"wish","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2289,"serve","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2290,"pick","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2291,"enter","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2292,"damage","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2293,"act","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2294,"variety","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2295,"standard","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2296,"rest","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2297,"purpose","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2298,"factor","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2299,"shape","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2300,"ground","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2301,"disease","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2302,"death","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2303,"fear","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2304,"movement","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2305,"climate","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2306,"population","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2307,"generation","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2308,"present","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2309,"serious","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2310,"careful","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2311,"responsible","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2312,"afraid","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2313,"whole","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2314,"low","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2315,"huge","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2316,"central","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2317,"safe","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2318,"wild","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2319,"unfortunately","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2320,"seemingly","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2321,"afterward","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2322,"altogether","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2323,"guess","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2324,"reply","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2325,"join","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2326,"attack","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2327,"marry","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2328,"taste","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2329,"smell","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2330,"separate","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2331,"disappear","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2332,"citizen","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2333,"career","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2334,"billion","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2335,"scale","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2336,"diet","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2337,"moment","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2338,"stage","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2339,"sort","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2340,"survey","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2341,"difficulty","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2342,"trouble","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2343,"whatever","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2344,"local","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2345,"smart","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2346,"intellectual","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2347,"fair","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2348,"terrible","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2349,"nearly","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2350,"merely","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2351,"lately","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2352,"apart","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2353,"promise","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2354,"gather","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2355,"score","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2356,"mix","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2357,"fix","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2358,"invent","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2359,"birth","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2360,"scene","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2361,"series","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2362,"background","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2363,"volunteer","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2364,"staff","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2365,"labor","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2366,"fun","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2367,"crowd","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2368,"poverty","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2369,"alternative","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2370,"commercial","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2371,"former","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2372,"straight","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2373,"regular","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2374,"unlike","前置詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2375,"invite","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2376,"belong","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2377,"hurt","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2378,"press","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2379,"burn","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2380,"borrow","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2381,"steal","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2382,"escape","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2383,"neighbor","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2384,"household","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2385,"wheel","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2386,"delay","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2387,"electricity","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2388,"cancer","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2389,"flood","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2390,"earthquake","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2391,"talent","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2392,"scholar","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2393,"tradition","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2394,"vision","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2395,"amazing","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2396,"calm","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2397,"quiet","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2398,"senior","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2399,"elderly","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2400,"tough","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2401,"rapid","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2402,"broad","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2403,"nearby","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2404,"excuse","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2405,"tie","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2406,"dislike","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2407,"hire","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2408,"root","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2409,"mine","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2410,"quarter","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2411,"era","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2412,"civilization","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2413,"universe","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2414,"board","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2415,"muscle","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2416,"wage","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2417,"credit","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2418,"asleep","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2419,"alive","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2420,"alike","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2421,"exellent","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2422,"chief","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2423,"empty","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2424,"blow","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2425,"lift","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2426,"shake","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2427,"lay","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2428,"ape","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2429,"insect","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2430,"battle","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2431,"enemy","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2432,"arm","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2433,"army","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2434,"navy","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2435,"border","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2436,"shortage","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2437,"union","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2438,"unit","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2439,"edge","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2440,"mystery","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2441,"frank","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2442,"polite","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2443,"pleasant","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2444,"comfortable","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2445,"thin","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2446,"hurry","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2447,"roll","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2448,"dig","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2449,"tongue","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2450,"accent","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2451,"hunger","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2452,"obesity","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2453,"election","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2454,"ceremony","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2455,"theme","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2456,"destination","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2457,"sudden","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2458,"exhausted","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2459,"chat","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2460,"weigh","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2461,"strengthen","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2462,"weaken","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2463,"shut","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2464,"sink","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2465,"wrap","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2466,"length","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2467,"height","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2468,"volume","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2469,"square","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2470,"empire","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2471,"charity","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2472,"slave","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2473,"leisure","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2474,"statue","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2475,"mechanism","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2476,"shy","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2477,"stupid","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2478,"lonely","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2479,"grand","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2480,"cheer","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2481,"shoot","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2482,"murder","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2483,"shine","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2484,"poetry","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2485,"poison","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2486,"oxygen","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2487,"pole","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2488,"valley","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2489,"pioneer","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2490,"prison","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2491,"committee","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2492,"smooth","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2493,"blind","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2494,"boil","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2495,"continent","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2496,"suburb","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2497,"furniture","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2498,"refrigerator","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2499,"garbage","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2500,"trash","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2501,"obligation","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2502,"fever","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2503,"gentle","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2504,"fond","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2505,"dull","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2506,"tight","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2507,"scream","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2508,"hug","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2509,"voyage","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2510,"crew","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2511,"luggage","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2512,"horizon","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2513,"lightning","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2514,"dawn","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2515,"viewpoint","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2516,"chapter","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2517,"string","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2518,"tag","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2519,"peasant","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2520,"livestock","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2521,"sweat","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2522,"peer","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2523,"pale","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2524,"loose","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2525,"last","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2526,"summit","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2527,"mayor","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2528,"quarrel","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2529,"thief","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2530,"ambulance","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2531,"legend","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2532,"atom","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2533,"boom","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2534,"minute","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2535,"the","冠詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2536,"to","前置詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2537,"I","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2538,"a, an","冠詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2539,"in","前置詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2540,"and","接続詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2541,"you","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2542,"is","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2543,"of","前置詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2544,"it","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2545,"have","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2546,"not","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2547,"was","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2548,"that","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2549,"for","前置詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2550,"he","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2551,"do","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2552,"are","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2553,"we","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2554,"about","前置詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2555,"will","助動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2556,"they","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2557,"people","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2558,"she","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2559,"at","前置詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2560,"can","助動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2561,"my","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2562,"go","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2563,"with","前置詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2564,"say","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2565,"but","接続詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2566,"on","前置詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2567,"want","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2568,"when","疑問詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2569,"there","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2570,"this","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2571,"what","疑問詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2572,"so","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2573,"from","前置詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2574,"her","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2575,"his","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2576,"think","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2577,"did","助動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2578,"make","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2579,"very","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2580,"me","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2581,"like","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2582,"see","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2583,"many","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2584,"one","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2585,"because","接続詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2586,"them","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2587,"be","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2588,"some","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2589,"how","疑問詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2590,"school","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2591,"time","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2592,"your","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2593,"know","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2594,"am","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2595,"good","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2596,"get","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2597,"were","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2598,"day","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2599,"more","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2600,"their","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2601,"thing","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2602,"use","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2603,"as","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2604,"come","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2605,"other","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2606,"look","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2607,"take","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2608,"year","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2609,"by","前置詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2610,"our","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2611,"student","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2612,"talk","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2613,"Mr","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2615,"English","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2616,"now","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2617,"Japanese","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2618,"if","接続詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2619,"tell","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2620,"him","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2621,"yes","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2622,"after","前置詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2623,"or","接続詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2624,"who","疑問詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2625,"Japan","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2626,"first","形容詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2627,"lot","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2628,"could","助動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2629,"then","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2630,"give","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2631,"learn","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2632,"us","代名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2633,"help","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2634,"also","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2635,"well","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2636,"should","助動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2637,"book","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2638,"ask","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2639,"friend","名詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2640,"play","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2641,"than","接続詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2642,"why","疑問詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2643,"too","副詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
2644,"enjoy","動詞","2023-09-09 07:15:43","2023-09-09 07:15:43"
