"id","line_id","example","translation","created_at","updated_at"
2453,2453,"Do you think Japan is a *rich* country?","あなたは日本を*裕福な*国だと思いますか。","2023-09-09 07:15:50","2024-07-12 05:30:05"
2454,2454,"Ryo was *alone* in the house yesterday.","リョウは昨日、家に*一人きり*だった。","2023-09-09 07:15:50","2024-07-12 05:30:44"
2455,2455,"Can you see the traffic *sign* over there?","あそこの交通*標識*が見えますか。","2023-09-09 07:15:50","2024-07-12 05:31:37"
2456,2456,"The *third* grade students go on a school trip today.","*3*年生は今日、修学旅行に行く。","2023-09-09 07:15:50","2024-07-12 05:32:31"
2457,2457,"some people keep snakes as *pets*.","*ペット*にヘビを飼う人もいる。","2023-09-09 07:15:50","2024-07-12 05:33:02"
2458,2458,"I want to *ride* a motorcycle.","私はオートバイ*に乗り*たい。","2023-09-09 07:15:50","2024-07-12 05:33:56"
2459,2459,"I’ll draw you a *map* to my house.","私の家までの*地図*を描いてあげましょう。","2023-09-09 07:15:50","2024-07-12 05:34:24"
2460,2460,"*Though* Ryo was tired, he went to see her.","リョウは疲れていた*けれども*、彼女に会いに行った。","2023-09-09 07:15:50","2024-07-12 05:35:23"
2461,2461,"What time will this *lesson* end?","この*授業*は何時に終わりますか。","2023-09-09 07:15:50","2024-07-12 05:36:10"
2462,2462,"Many people wanted to talk at the *meeting*.","多くの人がその*会合*で発言したがっていた。","2023-09-09 07:15:50","2024-07-12 05:36:48"
2463,2463,"Ken’s family was *poor*, but they were all happy.","ケンの家庭は*貧しかっ*たが、みんな幸せだった。","2023-09-09 07:15:50","2024-07-12 05:37:27"
2464,2464,"Turn to the *left*, and you’ll see the station.","*左*に曲がってください。すると駅が見えます。","2023-09-09 07:15:50","2024-07-12 05:38:07"
2465,2465,"*Maybe* he’ll come here later.","*たぶん*、彼はあとでここに来るだろう。","2023-09-09 07:15:50","2024-07-12 05:39:07"
2466,2466,"Can you tell the *difference* between these flowers?","これらの花乃*違い*が分かりますか。","2023-09-09 07:15:50","2024-07-12 05:39:51"
2467,2467,"The store closes at seven *o’clock* on Sundays.","日曜日には、その店は7*時*に閉まる。","2023-09-09 07:15:50","2024-07-12 05:40:36"
2468,2468,"Is your *son* a high school student?","*息子さん*は高校生ですか。","2023-09-09 07:15:50","2024-07-12 05:41:08"
2469,2469,"My father will *return* to Japan tomorrow.","父はあす、日本に*帰って来る*だろう。","2023-09-09 07:15:50","2024-07-12 05:41:57"
2470,2470,"There are many interesting animals in *Africa*.","*アフリカ*には多くの興味深い動物がいる。","2023-09-09 07:15:50","2024-07-12 05:42:35"
2471,2471,"That magazine has more than a *hundred* pages.","その雑誌は*100*ページを超えている。","2023-09-09 07:15:50","2024-07-12 05:43:17"
2472,2472,"He hasn’t come home *yet*.","彼は*まだ*家に帰っていない。","2023-09-09 07:15:50","2024-07-12 05:43:52"
2473,2473,"I hope to go *abroad* in the future.","私は将来*外国へ*行きたい。","2023-09-09 07:15:50","2024-07-12 05:44:48"
2474,2474,"Our *classroom* is on the second floor.","私たちの*教室*は2階にある。","2023-09-09 07:15:50","2024-07-12 05:45:19"
2475,2475,"A big dog ran across the *road*.","大きな犬がその*道路*を走って横切った。","2023-09-09 07:15:50","2024-07-12 05:45:55"
2476,2476,"The *weather* will be good tomorrow.","明日は*天気*がよくなるだろう。","2023-09-09 07:15:50","2024-07-12 05:46:20"
2477,2477,"The *beach* is full of young people.","*浜辺*は若者たちでいっぱいだ。","2023-09-09 07:15:50","2024-07-12 05:46:57"
2478,2478,"Can I carry this bag with me on to the *plane*?","このバッグは*飛行機*に持ち込めますか。","2023-09-09 07:15:50","2024-07-12 05:47:29"
2479,2479,"My computer was made in *China*.","私のコンピュータは*中国*で作られた。","2023-09-09 07:15:50","2024-07-12 05:47:56"
2480,2480,"Sports day was very *exciting*.","体育祭はとても*わくわくする*ものだった。","2023-09-09 07:15:50","2024-07-12 05:48:34"
2481,2481,"What was the *cause* of the car accident?","その自動車事故の*原因*は何だったのですか。","2023-09-09 07:15:50","2024-07-12 05:49:11"
2482,2482,"Would you like another bowl of *rice*?","*ご飯*のお代わりはいかがですか。","2023-09-09 07:15:50","2024-07-12 05:49:43"
2483,2483,"I’ve read almost *half* of the books in the library.","私は図書館の本のほぼ*半分*を読んだ。","2023-09-09 07:15:50","2024-07-13 01:11:40"
2484,2484,"We took a sight seeing *tour* of the city.","私たちは市の観光*旅行*に行った。","2023-09-09 07:15:50","2024-07-13 01:12:09"
2485,2485,"In the *evening*, many people walk along the river.","*夕方*、多くの人がその川沿いを散歩する。","2023-09-09 07:15:50","2024-07-13 01:13:05"
2486,2486,"My uncle was the *host* at the party.","叔父はそのパーティーの*主催者*だった。","2023-09-09 07:15:50","2024-07-13 01:13:59"
2487,2487,"English is a tool for *communication*.","英語は*コミュニケーション*の手段だ。","2023-09-09 07:15:50","2024-07-13 01:14:38"
2488,2488,"The main crop of this *farm* is corn.","この*農場*の主要作物はトウモロコシだ。","2023-09-09 07:15:50","2024-07-13 01:15:25"
2489,2489,"My sister scored a *goal* in the game.","妹はその試合で*ゴール*を決めた。","2023-09-09 07:15:50","2024-07-13 01:16:47"
2490,2490,"I’ve taken the *wrong* umbrella from the restaurant.","私はレストランから*違う*傘を持ってきた。","2023-09-09 07:15:50","2024-07-13 01:17:23"
2491,2491,"There are some big white clouds in the *sky*.","*空*に大きな白い雲がいくつかある。","2023-09-09 07:15:50","2024-07-13 01:18:12"
2492,2492,"The *moon* is much smaller than the earth.","*月*は地球よりずっと小さい。","2023-09-09 07:15:50","2024-07-13 01:19:24"
2493,2493,"Summer is the *season* to go to the beach.","夏は浜辺に行く*季節*です。","2023-09-09 07:15:50","2024-07-13 01:23:20"
2494,2494,"We had a science *test* today.","私たちは今日、理科の*テスト*があった。","2023-09-09 07:15:50","2024-07-13 01:23:54"
2495,2495,"I made a *mistake* on my math test.","私は数学のテストで1つ*間違い*をした。","2023-09-09 07:15:50","2024-07-13 01:24:25"
2496,2496,"They *followed* the guide in the museum.","博物館の中で、彼らはガイド*の後について行った*。","2023-09-09 07:15:50","2024-07-13 01:25:36"
2497,2497,"We need to *develop* a new camera.","私たちは新しいカメラ*を開発する*必要がある。","2023-09-09 07:15:50","2024-07-13 01:26:27"
2498,2498,"*London* is not so far from the sea.","*ロンドン*は海からそれほど遠くない。","2023-09-09 07:15:50","2024-07-13 01:26:54"
2499,2499,"It is *necessary* for you to have a good rest.","あなたにはゆっくり休むことが*必要*だ。","2023-09-09 07:15:50","2024-07-13 01:27:32"
2500,2500,"How’s your sister? — She’s *fine*, thanks.","お姉さんはお元気ですか。— *元気*です、ありがとう。","2023-09-09 07:15:50","2024-07-13 01:28:52"
2501,2501,"Eat *less* meat and more vegetables.","肉を*少なく*して野菜をもっと食べなさい。","2023-09-09 07:15:50","2024-07-13 01:29:48"
2502,2502,"I *received* a birthday card from her.","私は彼女から誕生日カード*を受け取った*。","2023-09-09 07:15:50","2024-07-13 01:30:31"
2503,2503,"I introduced *myself* to the new student.","私は新入生に*自己*紹介をした。","2023-09-09 07:15:50","2024-07-13 01:31:17"
2504,2504,"May I take your *order*?","*ご注文*は何になさいますか。","2023-09-09 07:15:50","2024-07-13 01:31:54"
2505,2505,"The next train comes in *seven* minutes.","次の列車は*7*分後に来る。","2023-09-09 07:15:50","2024-07-13 01:32:23"
2506,2506,"We enjoyed swimming in the *lake*.","私たちは*湖*で泳いで楽しんだ。","2023-09-09 07:15:50","2024-07-13 01:32:49"
2507,2507,"I like to *lie* on the grass in the park.","私は公園の芝生の上に*横になる*のが好きだ。","2023-09-09 07:15:50","2024-07-13 01:33:36"
2508,2508,"He i s a new *worker* in our factory.","彼は私たちの工場の新しい*労働者*だ。","2023-09-09 07:15:50","2024-07-13 01:34:14"
2509,2509,"We are going to give a *concert* in the park.","私たちは講演で*コンサート*を開く予定だ。","2023-09-09 07:15:50","2024-07-14 09:04:40"
2510,2510,"Let’s go *outside* and play catch.","*外に*出てキャッチボールをしよう。","2023-09-09 07:15:50","2024-07-14 09:05:38"
2511,2511,"The ceremony was held in the school *hall*.","その式典は学校の*講堂*で行われた。","2023-09-09 07:15:50","2024-07-14 09:06:38"
2512,2512,"We can see beautiful flowers here in *spring*.","*春*にはここで美しい花を見ることができる。","2023-09-09 07:15:50","2024-07-14 09:07:14"
2513,2513,"I sent him a Christmas *card* yesterday.","私は昨日、彼にクリスマス*カード*を送った。","2023-09-09 07:15:50","2024-07-14 09:07:58"
2514,2514,"He bought a CD as a birthday *gift* for Keiko.","彼はケイコの誕生日*プレゼント*としてCDを買った。","2023-09-09 07:15:50","2024-07-14 09:08:44"
2515,2515,"I like that new *type* of cell phone.","私はあの新しい*型*の携帯電話が気に入っている。","2023-09-09 07:15:50","2024-07-14 09:09:29"
2516,2516,"I was *born* in Osaka.","私は大阪で*生まれ*た。","2023-09-09 07:15:50","2024-07-14 09:10:07"
2517,2517,"*Suddenly*, the earth began shaking.","*突然*、地面が揺れ始めた。","2023-09-09 07:15:50","2024-07-14 09:10:51"
2518,2518,"I looked at the ocean from the *window*.","私は*窓*から海を眺めた。","2023-09-09 07:15:50","2024-07-14 09:11:20"
2519,2519,"We should buy more *fruit* at the store.","私たちはその店でもっと*果物*を買う方がよい。","2023-09-09 07:15:50","2024-07-14 09:12:15"
2520,2520,"This singer is popular *among* young people.","この歌手は若者*の間で*人気がある。","2023-09-09 07:15:50","2024-07-14 09:13:17"
2521,2521,"Please write your name, address, and *age* here.","あなたの使命、住所、*年齢*をここに書いてください。","2023-09-09 07:15:50","2024-07-14 09:14:00"
2522,2522,"*Shall* I do the dishes after dinner?","夕食後に皿洗いをし*ましょうか*","2023-09-09 07:15:50","2024-07-14 09:15:23"
2523,2523,"Swimming is good for our *health*.","水泳は私たちの*健康*によい。","2023-09-09 07:15:50","2024-07-14 09:15:50"
2524,2524,"We sat on the *ground* in the park.","私たちは講演で*地面*に座った。","2023-09-09 07:15:50","2024-07-14 09:16:25"
2525,2525,"You should take some *medicine* if you feel sick.","気分が悪いのなら*薬*を飲むべきだ。","2023-09-09 07:15:50","2024-07-14 09:17:10"
2526,2526,"When did you start taking *piano* lessons?","いつ*ピアノ*のレッスンを受け始めたのですか。","2023-09-09 07:15:50","2024-07-14 09:17:41"
2527,2527,"We *collect* garbage on the beach every month.","私たちは毎月、海岸でゴミ*を集める*。","2023-09-09 07:15:50","2024-07-14 09:18:17"
2528,2528,"I heard a *strange* sound outside the door.","ドアの外で*奇妙な*音が聞こえた。","2023-09-09 07:15:50","2024-07-14 09:19:10"
2529,2529,"Computer *technology* is improving quickly.","コンピュータの*技術*は急速に進歩している。","2023-09-09 07:15:50","2024-07-14 09:19:42"
2530,2530,"My mother works *eight* hours a day.","母は1日に*8*時間働く。","2023-09-09 07:15:50","2024-07-14 09:20:17"
2531,2531,"The man *seems* older than my father.","その男の人は父より年上*のようだ*。","2023-09-09 07:15:50","2024-07-14 09:21:04"
2532,2532,"He *hit* the ball hard, and it went out of the field.","彼は思い切りボール*を打ち*、それは場外まで飛んだ。","2023-09-09 07:15:50","2024-07-14 09:22:18"
2533,2533,"There is a bank on the right *side* of the street.","通りの右*側*に銀行がある。","2023-09-09 07:15:50","2024-07-14 09:23:01"
2534,2534,"*New York* has many tall buildings.","*ニューヨーク*には高い建物が多い。","2023-09-09 07:15:50","2024-07-14 09:23:33"
2535,2535,"May I use my *dictionary* in the test?","テストで*辞書*を使ってもいいですか。","2023-09-09 07:15:50","2024-07-14 09:24:01"
2536,2536,"Please go back to your *seat*.","どうぞ*席*にお戻りください。","2023-09-09 07:15:50","2024-07-14 09:24:26"
2537,2537,"Do you have flowers in your *garden*?","あなたの*庭*に花はありますか。","2023-09-09 07:15:50","2024-07-15 03:12:09"
2538,2538,"It is *dangerous* to swim in the river.","その川で泳ぐのは*危険だ*。","2023-09-09 07:15:50","2024-07-15 03:12:39"
2539,2539,"Everybody *laughed* at the funny story.","みんなそのおかしな話に*笑った*。","2023-09-09 07:15:50","2024-07-15 03:13:24"
2540,2540,"The *design* of this computer is excellent.","このコンピュータの*設計*は素晴らしい。","2023-09-09 07:15:50","2024-07-15 03:13:59"
2541,2541,"The sky is getting very *dark*.","空がすごく*暗く*なってきている。","2023-09-09 07:15:50","2024-07-15 03:14:27"
2542,2542,"*Gold* is used in this watch.","この腕時計には*金*が使われている。","2023-09-09 07:15:50","2024-07-15 03:15:09"
2543,2543,"The boy threw a *stone* into the pond.","その少年は池に*石*を投げ入れた。","2023-09-09 07:15:50","2024-07-15 03:15:43"
2544,2544,"The number of *visitors* to our city is increasing.","私たちの市への*訪問者*の数は増加している。","2023-09-09 07:15:50","2024-07-15 03:16:24"
2545,2545,"The *writer* of this book wasn’t famous then.","この本の*著者*は当時は有名ではなかった。","2023-09-09 07:15:50","2024-07-15 03:17:05"
2546,2546,"The man was wearing a funny hat on his *head*.","その男の人は*頭*におかしな帽子をかぶっていた。","2023-09-09 07:15:50","2024-07-15 03:17:59"
2547,2547,"About one third of the earth is *land*.","地球の約3分の1は*陸地*である。","2023-09-09 07:15:50","2024-07-15 03:18:38"
2548,2548,"Have you *done* your science homework?","理科の宿題*は終わった*の？","2023-09-09 07:15:50","2024-07-15 03:19:22"
2549,2549,"His *brain* was damaged by smoking.","彼の*脳*は喫煙によって損なわれた。","2023-09-09 07:15:50","2024-07-15 03:19:53"
2550,2550,"What *else* do you need?","*その他に*何が必要ですか","2023-09-09 07:15:50","2024-07-15 03:20:16"
2551,2551,"I climbed to the *top* of the mountain.","私は山の*頂上*まで登った。","2023-09-09 07:15:50","2024-07-15 03:20:56"
2552,2552,"Japanese *cooking* uses a lot of sugar.","日本*料理*はたくさんの砂糖を使う。","2023-09-09 07:15:50","2024-07-15 03:21:22"
2553,2553,"We fly a *kite* on New Year’s Day.","私たちは元日に*凧*を揚げる。","2023-09-09 07:15:50","2024-07-15 03:21:50"
2554,2554,"Some students are *fighting* in the classroom.","教室で*喧嘩をして*いる生徒がいる。","2023-09-09 07:15:50","2024-07-15 03:22:28"
2555,2555,"This *elephant* is very popular in our zoo.","この*象*は私たちの動物園でとても人気がある。","2023-09-09 07:15:50","2024-07-15 03:23:11"
2556,2556,"He drew *lines* under important words.","彼は重要な語の下に*線*を引いた。","2023-09-09 07:15:50","2024-07-15 03:24:08"
2557,2557,"Mr. Yamamoto has two *daughters*.","山本さんには*娘*が2人いる。","2023-09-09 07:15:50","2024-07-15 03:24:35"
2558,2558,"She read the news in the *local* newspaper.","彼女は*地元の*新聞でそのニュースを読んだ。","2023-09-09 07:15:50","2024-07-15 03:25:22"
2559,2559,"I bought a pair of *shoes* at that store.","私はその店で*靴*を一足買った。","2023-09-09 07:15:50","2024-07-15 03:25:50"
2560,2560,"He is working in his corn *field* now.","彼は今、自分のトウモロコシ*畑*で働いている。","2023-09-09 07:15:50","2024-07-15 03:26:28"
2561,2561,"Please have another *piece* of cake.","ケーキをもうひと切れ*お召し上がりください。","2023-09-09 07:15:50","2024-07-15 03:27:18"
2562,2562,"Next *Friday* will be a national holiday.","次の*金曜日*は祝日だ。","2023-09-09 07:15:50","2024-07-15 03:27:50"
2563,2563,"*Grandma* made this sweater for me.","*おばあちゃん*が私にこにセーターを作ってくれた。","2023-09-09 07:15:50","2024-07-15 03:28:23"
2564,2564,"Here is a cup of *coffee* for you.","*コーヒー*を1杯どうぞ。","2023-09-09 07:15:50","2024-07-15 03:28:57"
2565,2565,"I have *several* CDs by that singer.","私はその歌手のCDを*何枚か*持っている。","2023-09-09 07:15:50","2024-07-16 05:29:32"
2566,2566,"She likes music, *especially* jazz.","彼女は音楽が好きだ。*特に*ジャズが好きだ。","2023-09-09 07:15:50","2024-07-16 05:30:09"
2567,2567,"May I have a glass of *milk*?","*牛乳*をコップ1杯いただけますか。","2023-09-09 07:15:50","2024-07-16 05:31:24"
2568,2568,"We developed a new *product* for young children.","私たちは幼い子ども向けの新*製品*を開発した。","2023-09-09 07:15:50","2024-07-16 05:32:08"
2569,2569,"Let’s go to see the monkeys at the *zoo*.","*動物園*の猿を見に行こう。","2023-09-09 07:15:50","2024-07-16 05:32:42"
2570,2570,"My *uncle* came to see me yesterday.","昨日、*叔父*が私に会いに来た。","2023-09-09 07:15:50","2024-07-16 05:33:31"
2571,2571,"The writer was born in the 19th *century*.","その作家は19*世紀*に生まれた。","2023-09-09 07:15:50","2024-07-16 05:34:10"
2572,2572,"Be careful! The *floor* is wet.","気を付けて！*床*が濡れています。","2023-09-09 07:15:50","2024-07-16 05:34:59"
2573,2573,"My brother is interested in *Chinese* history.","兄は*中国の*歴史に興味を持っている。","2023-09-09 07:15:50","2024-07-16 05:36:19"
2574,2574,"Could you *check* my English letter, Ms. Green?","グリーン先生、私の英語の手紙*を点検して*いただけませんか。","2023-09-09 07:15:50","2024-07-16 05:37:11"
2575,2575,"A lot of customers want to buy *natural* foods.","多くの客が*自然*食品を買いたがっている。","2023-09-09 07:15:50","2024-07-16 05:38:05"
2576,2576,"Japan is an *island* nation.","日本は*島*国である。","2023-09-09 07:15:50","2024-07-16 05:38:24"
2577,2577,"Let’s walk *along* the river and look for birds.","川に*沿って*歩いて鳥を探そう。","2023-09-09 07:15:50","2024-07-16 05:39:04"
2578,2578,"The news explained the *situation* in Brazil.","そのニュースはブラジルの*状況*を説明した。","2023-09-09 07:15:50","2024-07-16 05:39:51"
2579,2579,"Ms. Smith put her students’ pictures on the *wall*.","スミス先生は生徒たちの描いた絵を*壁*に貼った。","2023-09-09 07:15:50","2024-07-16 05:40:27"
2580,2580,"*Excuse* me for being late.","遅れて*ごめんなさい*。","2023-09-09 07:15:50","2024-07-16 05:40:54"
2581,2581,"Does Mr. Kato’s *wife* work for a car company?","加藤さんの*奥さん*は自動車会社で働いているのですか。","2023-09-09 07:15:50","2024-07-16 05:41:31"
2582,2582,"I got an *expensive* watch for my birthday.","私は誕生日に*高価な*腕時計をもらった。","2023-09-09 07:15:50","2024-07-16 05:42:05"
2583,2583,"Step *forward* and express your idea.","*前に*出て、あなたの考えを述べてください。","2023-09-09 07:15:50","2024-07-16 05:42:40"
2584,2584,"Bob always talks about *himself*.","ボブはいつも*自分自身*のことを話す。","2023-09-09 07:15:50","2024-07-16 05:43:39"
2585,2585,"The *government* plans to raise taxes.","*政府*は税金を上げることを計画している。","2023-09-09 07:15:50","2024-07-16 05:44:12"
2586,2586,"I washed all the glasses *carefully*.","私はすべてのコップを*注意深く*洗った。","2023-09-09 07:15:50","2024-07-16 05:44:46"
2587,2587,"I didn’t *notice* the mistake.","私はその誤り*に気づか*なかった。","2023-09-09 07:15:50","2024-07-16 05:45:17"
2588,2588,"This desk is made of *wood*.","この机は*木*でできている。","2023-09-09 07:15:50","2024-07-16 05:45:59"
2589,2589,"Hiro is just as *tall* as I am.","ヒロは私とちょうど同じ*背の高さ*だ。","2023-09-09 07:15:50","2024-07-16 05:46:42"
2590,2590,"Please take your *garbage* with you.","*ゴミ*は持ち帰ってください。","2023-09-09 07:15:50","2024-07-16 05:47:33"
2591,2591,"Is it *possible* for you to come by nine?","９時までに来ることは*可能で*すか。","2023-09-09 07:15:50","2024-07-16 05:48:15"
2592,2592,"How much is this blue *T-shirt*?","この青い*Tシャツ*はいくらですか。","2023-09-09 07:15:50","2024-07-16 05:48:48"
2593,2593,"The students *painted* pictures in the park.","生徒たちは講演で絵*を描いた*。","2023-09-09 07:15:50","2024-07-17 07:26:26"
2594,2594,"I wrote a *report* on the meeting.","私は会議の*報告書*を書いた。","2023-09-09 07:15:50","2024-07-17 07:27:05"
2595,2595,"Do you have any *trouble* with your homework?","宿題で何か*困っていること*がありますか。","2023-09-09 07:15:50","2024-07-17 07:28:08"
2596,2596,"Please *pick* the restaurant for us.","私たちのためにレストラン*を選んで*ください。","2023-09-09 07:15:50","2024-07-17 07:29:07"
2597,2597,"Do you have rice for your *breakfast*?","あなたは*朝食*にごはんを食べますか","2023-09-09 07:15:50","2024-07-17 07:29:47"
2598,2598,"The *wind* is very strong and cold tonight.","今夜は*風*がとても強くて冷たい。","2023-09-09 07:15:50","2024-07-17 07:30:19"
2599,2599,"What kind of *business* does your father do?","あなたのお父さんはどのような*仕事*をされていますか。","2023-09-09 07:15:50","2024-07-17 07:30:58"
2600,2600,"The first *Olympic* Games were held Greece.","最初の*オリンピック*はギリシャで開催された。","2023-09-09 07:15:50","2024-07-17 07:31:34"
2601,2601,"It is *cool* in the morning these days.","最近、午前中は*涼しい*。","2023-09-09 07:15:50","2024-07-17 07:32:04"
2602,2602,"The girl in the *center* of the photo is Miki.","写真の*真ん中*にいる少女がミキだ。","2023-09-09 07:15:50","2024-07-17 07:32:56"
2603,2603,"We stayed at the *hotel* for three nights.","私たちはその*ホテル*に三泊した。","2023-09-09 07:15:50","2024-07-17 07:33:24"
2604,2604,"My brother plays *football* at collage.","兄は大学で*フットボール*をしている。","2023-09-09 07:15:50","2024-07-17 07:33:57"
2605,2605,"Jim *cut* his finger with a knife by accident.","ジムは誤ってナイフで自分の指*を切った*。","2023-09-09 07:15:50","2024-07-17 07:34:34"
2606,2606,"Pour some more coffee in my *cup*, please.","私の*カップ*にもう少しコーヒーを注いでください。","2023-09-09 07:15:50","2024-07-17 07:35:14"
2607,2607,"Do you know the *meaning* of the world?","あなたはその単語の*意味*を知っていますか。","2023-09-09 07:15:50","2024-07-17 07:35:41"
2608,2608,"This belt is made of *real* leather.","このベルトは*本*革製だ。","2023-09-09 07:15:50","2024-07-17 07:37:07"
2609,2609,"It’s not *safe* to go out late at night.","夜遅く外出するのは*安全で*はない。","2023-09-09 07:15:50","2024-07-17 07:37:40"
2610,2610,"The *research* about forests is interesting.","森林に関するその*研究*は興味深い。","2023-09-09 07:15:50","2024-07-17 07:38:24"
2611,2611,"His mother asked him to wash the *dishes*.","彼の母親は彼に*皿*を洗うように頼んだ。","2023-09-09 07:15:50","2024-07-17 07:39:16"
2612,2612,"I *imagine* that this car costs a lot of money.","私が*想像する*にこの車はすごくお金がかかる。","2023-09-09 07:15:50","2024-07-17 07:40:04"
2613,2613,"Come on in. Step *inside*.","いらっしゃい。*中に*入って。","2023-09-09 07:15:50","2024-07-17 07:40:39"
2614,2614,"I don’t like houses with *low* roofs.","私は屋根が*低い*家は好きではない。","2023-09-09 07:15:50","2024-07-17 07:41:22"
2615,2615,"When did you *realize* your mistakes?","あなたはいつ自分の間違い*に気づき*ましたか。","2023-09-09 07:15:50","2024-07-17 07:42:16"
2616,2616,"Is the library open on *Mondays*?","その図書館は*月曜日*に開いていますか。","2023-09-09 07:15:50","2024-07-17 07:42:55"
2617,2617,"I *borrowed* some books from the library?","私は図書館から何冊か本*を借りた*。","2023-09-09 07:15:50","2024-07-17 07:43:29"
2618,2618,"Does *anyone* here speak Japanese?","ここにいる*どなたか*日本語を話しますか。","2023-09-09 07:15:50","2024-07-17 07:44:42"
2619,2619,"The artist *created* a lot of great works.","その芸術家は多くの素晴らしい作品*を創作した*。","2023-09-09 07:15:50","2024-07-18 06:30:20"
2620,2620,"My mother is a *careful* driver.","母は*注意深い*運転者だ。","2023-09-09 07:15:50","2024-07-18 06:31:03"
2621,2621,"The *owner* of this hotel is a famous musician.","このホテルの*所有者*は有名な音楽家だ。","2023-09-09 07:15:50","2024-07-18 06:31:36"
2622,2622,"Please *throw* the ball to me.","私にそのボール*を投げて*ください。","2023-09-09 07:15:50","2024-07-18 06:32:12"
2623,2623,"My father hung the *calendar* on the wall.","父はその*カレンダー*を壁に掛けた。","2023-09-09 07:15:50","2024-07-18 06:32:44"
2624,2624,"I’ll wait for you at the school *gate*.","校*門*のところで待っています。","2023-09-09 07:15:50","2024-07-18 06:33:09"
2625,2625,"The kind *nurse* took care of me in the hospital.","病院でその親切な*看護師*が私の世話をしてくれた。","2023-09-09 07:15:50","2024-07-18 06:33:52"
2626,2626,"This story is written in *simple* English.","この物語は*簡単な*英語で書かれている。","2023-09-09 07:15:50","2024-07-18 06:34:54"
2627,2627,"She lost her *memory* after the terrible accident.","彼女はその恐ろしい事故のあと*記憶*を失った。","2023-09-09 07:15:50","2024-07-18 06:35:36"
2628,2628,"Many foreign *tourists* visit Kyoto every year.","多くの外国人*観光客*が毎年京都を訪れる。","2023-09-09 07:15:50","2024-07-18 06:36:44"
2629,2629,"Where can I get a train *ticket*?","どこで電車の*切符*を買うことができますか。","2023-09-09 07:15:50","2024-07-18 06:37:18"
2630,2630,"Please help *yourself* to anything on the table.","テーブルの上のものは*何でも自由に召し上がっ*てください。","2023-09-09 07:15:50","2024-07-18 06:38:38"
2631,2631,"We all *support* the soccer team.","私たちはみんなそのサッカーチーム*を応援する*。","2023-09-09 07:15:50","2024-07-18 06:39:33"
2632,2632,"We are going to start a new *project* soon.","私たちは間もなく新しい*計画*に取りかかる予定だ。","2023-09-09 07:15:50","2024-07-18 06:40:12"
2633,2633,"We will fly to *Europe* next month.","私たちは来月飛行機で*ヨーロッパ*へ行く。","2023-09-09 07:15:50","2024-07-18 06:40:53"
2634,2634,"Do you want *ice* in your tea?","お茶に*氷*を入れますか。","2023-09-09 07:15:50","2024-07-18 06:41:23"
2635,2635,"My grandfather collected these old *coins*.","祖父がこれらのふるい*硬貨*を集めた。","2023-09-09 07:15:50","2024-07-18 06:42:04"
2636,2636,"I *prepared* dinner for my guests.","私はお客さまにために夕食*を用意した*。","2023-09-09 07:15:50","2024-07-18 06:42:48"
2637,2637,"The national park *protects* wild animals.","その国立公園は野生動物*を保護している*。","2023-09-09 07:15:50","2024-07-18 06:43:35"
2638,2638,"Some *horses* are walking on the grass.","何頭かの*馬*が芝生を歩いている。","2023-09-09 07:15:50","2024-07-18 06:44:19"
2639,2639,"*May* 5th is Children’s Day in Japan.","日本で*5月*5日は子どもの日だ。","2023-09-09 07:15:50","2024-07-18 06:44:53"
2640,2640,"The giant company *controls* the market.","その巨大企業が市場*を支配している*。","2023-09-09 07:15:50","2024-07-18 06:45:36"
2641,2641,"I want to study at a *college* in a foreign country.","私は外国の*大学*で勉強したい。","2023-09-09 07:15:50","2024-07-18 06:46:40"
2642,2642,"My *aunt* lives with my grandparents.","*叔母*は私の祖父母と一緒に暮らしている。","2023-09-09 07:15:50","2024-07-18 06:47:13"
2643,2643,"Nao will *probably* come late.","ナオは*たぶん*遅れてくるだろう。","2023-09-09 07:15:50","2024-07-18 06:47:44"
2644,2644,"Daisuke got a *prize* in the contest.","ダイスケはコンテストで*賞*をもらった。","2023-09-09 07:15:50","2024-07-18 06:48:19"
2645,2645,"The teacher spoke in a loud *voice*.","先生は大*声*で話した。","2023-09-09 07:15:50","2024-07-18 06:48:51"
2646,2646,"My brother was born when I was *nine* years old.","弟は私が*9*歳の時に生まれた。","2023-09-09 07:15:50","2024-07-18 06:49:29"
2647,2647,"Don’t *waste* your time before the test.","テスト前に時間*を無駄遣いし*てはいけない。","2023-09-09 07:15:50","2024-07-18 06:50:14"
2648,2648,"The population of the village is just one *thousand*.","その村の人口はちょうど*1,000*人だ。","2023-09-09 07:15:50","2024-07-22 22:07:52"
2649,2649,"The Tanabata Festival is held on *July* 7th.","七夕祭りは*7月*7日に開かれる。","2023-09-09 07:15:50","2024-07-22 22:08:44"
2650,2650,"Your *heart* works hard when you play sports.","スポーツをすると、*心臓*は激しく動く。","2023-09-09 07:15:50","2024-07-22 22:09:27"
2651,2651,"This city has almost four *million* people.","この市の人口は4*00万*人近い。","2023-09-09 07:15:50","2024-07-22 23:46:17"
2652,2652,"The heater uses a lot of *electricity*.","その暖房機はたくさんの電気を使う。","2023-09-09 07:15:50","2024-07-22 23:46:54"
2653,2653,"Let’s go to the *theater* to see the play.","その芝居を見に*劇場*へ行こう。","2023-09-09 07:15:50","2024-07-22 23:47:34"
2654,2654,"We had a lot of *snow* last week.","先週は*雪*がたくさん降った。","2023-09-09 07:15:50","2024-07-22 23:48:13"
